Date,Time,Visitor Team,VisitorPts,Home Team,HomePts,Score Type,OT,Attend,Notes,HomeWin,HomeNumWins,VisitorNumWins,HomeWins2020,VisitorWins2020,HomeWinsBeforeAll,VisitorWinsBeforeAll
"Mon, May 10, 2021",8:30p,Milwaukee Bucks,125,San Antonio Spurs,146,Box Score,,"3,992",,1,548,474,32,56,23,46
"Mon, May 10, 2021",10:00p,Utah Jazz,116,Golden State Warriors,119,Box Score,,"4,155",,1,549,474,15,44,12,36
"Mon, May 10, 2021",10:00p,Houston Rockets,129,Portland Trail Blazers,140,Box Score,,"1,939",,1,550,474,35,44,25,34
"Tue, May 11, 2021",7:00p,Denver Nuggets,117,Charlotte Hornets,112,Box Score,,"3,997",,0,551,474,23,46,18,38
"Tue, May 11, 2021",7:00p,Minnesota Timberwolves,119,Detroit Pistons,100,Box Score,,750,,0,551,475,20,19,19,16
"Tue, May 11, 2021",7:30p,Miami Heat,129,Boston Celtics,121,Box Score,,"4,789",,0,551,476,48,44,38,35
"Tue, May 11, 2021",7:30p,Los Angeles Clippers,115,Toronto Raptors,96,Box Score,,0,,0,551,477,53,49,40,37
"Tue, May 11, 2021",8:00p,Brooklyn Nets,115,Chicago Bulls,107,Box Score,,"3,434",,0,551,478,22,35,19,25
"Tue, May 11, 2021",8:00p,Philadelphia 76ers,94,Indiana Pacers,103,Box Score,,0,,1,551,479,45,43,32,34
"Tue, May 11, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,Box Score,,"2,684",,1,552,479,34,43,28,33
"Tue, May 11, 2021",9:00p,Orlando Magic,102,Milwaukee Bucks,114,Box Score,,"3,280",,1,553,479,56,33,46,24
"Tue, May 11, 2021",10:00p,Phoenix Suns,116,Golden State Warriors,122,Box Score,,"4,155",,1,554,479,15,34,12,22
"Tue, May 11, 2021",10:00p,New York Knicks,99,Los Angeles Lakers,101,Box Score,OT,"3,550",,1,555,479,52,21,41,17
"Tue, May 11, 2021",10:00p,Oklahoma City Thunder,106,Sacramento Kings,122,Box Score,,0,,1,556,479,31,44,21,33
"Wed, May 12, 2021",7:00p,Washington Wizards,116,Atlanta Hawks,120,Box Score,,"3,120",,1,557,479,20,25,15,20
"Wed, May 12, 2021",8:00p,San Antonio Spurs,116,Brooklyn Nets,128,Box Score,,"1,773",,1,558,479,35,32,25,23
"Wed, May 12, 2021",8:00p,Boston Celtics,94,Cleveland Cavaliers,102,Box Score,,"4,148",,1,559,479,19,48,14,38
"Wed, May 12, 2021",9:00p,New Orleans Pelicans,107,Dallas Mavericks,125,Box Score,,"4,373",,1,560,479,43,30,33,23
"Wed, May 12, 2021",9:30p,Portland Trail Blazers,105,Utah Jazz,98,Box Score,,"6,506",,0,561,479,44,35,36,25
"Wed, May 12, 2021",10:30p,Houston Rockets,122,Los Angeles Lakers,124,Box Score,,"4,087",,1,561,480,52,44,41,34
"Thu, May 13, 2021",7:00p,Los Angeles Clippers,113,Charlotte Hornets,90,Box Score,,"4,442",,0,562,480,23,49,18,37
"Thu, May 13, 2021",7:00p,Milwaukee Bucks,142,Indiana Pacers,133,Box Score,,,,0,562,481,45,56,32,46
"Thu, May 13, 2021",7:30p,Orlando Magic,93,Atlanta Hawks,116,Box Score,,"2,910",,1,562,482,20,33,15,24
"Thu, May 13, 2021",7:30p,Philadelphia 76ers,94,Miami Heat,106,Box Score,,0,,1,563,482,44,43,35,34
"Thu, May 13, 2021",7:30p,San Antonio Spurs,98,New York Knicks,102,Box Score,,"1,981",,1,564,482,21,32,17,23
"Thu, May 13, 2021",8:00p,Toronto Raptors,102,Chicago Bulls,114,Box Score,,"3,395",,1,565,482,22,53,19,40
"Thu, May 13, 2021",8:00p,Sacramento Kings,110,Memphis Grizzlies,116,Box Score,,"2,876",,1,566,482,34,31,28,21
"Thu, May 13, 2021",8:00p,Denver Nuggets,114,Minnesota Timberwolves,103,Box Score,,"1,638",,0,567,482,19,46,16,38
"Thu, May 13, 2021",10:00p,Portland Trail Blazers,117,Phoenix Suns,118,Box Score,,"8,359",,1,567,483,34,35,22,25
"Fri, May 14, 2021",7:00p,Cleveland Cavaliers,105,Washington Wizards,120,Box Score,,"5,333",,1,568,483,25,19,20,14
"Fri, May 14, 2021",8:00p,Denver Nuggets,104,Detroit Pistons,91,Box Score,,750,,0,569,483,20,46,19,38
"Fri, May 14, 2021",8:00p,Utah Jazz,109,Oklahoma City Thunder,93,Box Score,,0,,0,569,484,44,44,33,36
"Fri, May 14, 2021",8:00p,Orlando Magic,97,Philadelphia 76ers,122,Box Score,,"5,119",,1,569,485,43,33,34,24
"Fri, May 14, 2021",9:00p,Toronto Raptors,110,Dallas Mavericks,114,Box Score,,"4,493",,1,570,485,43,53,33,40
"Fri, May 14, 2021",9:00p,Los Angeles Clippers,115,Houston Rockets,122,Box Score,,"3,803",,1,571,485,44,49,34,37
"Fri, May 14, 2021",9:00p,Sacramento Kings,106,Memphis Grizzlies,107,Box Score,,"3,502",,1,572,485,34,31,28,21
"Fri, May 14, 2021",9:30p,New Orleans Pelicans,122,Golden State Warriors,125,Box Score,,"4,155",,1,573,485,15,30,12,23
"Sat, May 15, 2021",1:00p,Chicago Bulls,91,Brooklyn Nets,105,Box Score,,"1,773",,1,574,485,35,22,25,19
"Sat, May 15, 2021",1:00p,Los Angeles Lakers,122,Indiana Pacers,115,Box Score,,0,,0,575,485,45,52,32,41
"Sat, May 15, 2021",1:00p,Charlotte Hornets,109,New York Knicks,118,Box Score,OT,"1,981",,1,575,486,21,23,17,18
"Sat, May 15, 2021",2:00p,Boston Celtics,124,Minnesota Timberwolves,108,Box Score,,"1,638",,0,576,486,19,48,16,38
"Sat, May 15, 2021",2:00p,Phoenix Suns,140,San Antonio Spurs,103,Box Score,,"4,848",,0,576,487,32,34,23,22
"Sat, May 15, 2021",8:00p,Miami Heat,108,Milwaukee Bucks,122,Box Score,,"3,280",,1,576,488,56,44,46,35
"Sun, May 16, 2021",1:00p,Boston Celtics,92,New York Knicks,96,Box Score,,"1,981",,1,577,488,21,48,17,38
"Sun, May 16, 2021",1:00p,Indiana Pacers,125,Toronto Raptors,113,Box Score,,0,,0,578,488,53,45,40,32
"Sun, May 16, 2021",1:00p,Charlotte Hornets,110,Washington Wizards,115,Box Score,,"5,333",,1,578,489,25,23,20,18
"Sun, May 16, 2021",2:00p,Phoenix Suns,123,San Antonio Spurs,121,Box Score,,"4,738",,0,579,489,32,34,23,22
"Sun, May 16, 2021",3:30p,Memphis Grizzlies,101,Golden State Warriors,113,Box Score,,"4,416",,1,579,490,15,34,12,28
"Sun, May 16, 2021",7:00p,Houston Rockets,95,Atlanta Hawks,124,Box Score,,"3,045",,1,580,490,20,44,15,34
"Sun, May 16, 2021",7:00p,Cleveland Cavaliers,109,Brooklyn Nets,123,Box Score,,"1,773",,1,581,490,35,19,25,14
"Sun, May 16, 2021",7:00p,Orlando Magic,117,Philadelphia 76ers,128,Box Score,,"5,119",,1,582,490,43,33,34,24
"Sun, May 16, 2021",8:00p,Miami Heat,120,Detroit Pistons,107,Box Score,,750,,0,583,490,20,44,19,35
"Sun, May 16, 2021",9:00p,Milwaukee Bucks,112,Chicago Bulls,118,Box Score,,"3,427",,1,583,491,22,56,19,46
"Sun, May 16, 2021",9:00p,Dallas Mavericks,121,Minnesota Timberwolves,136,Box Score,,"1,638",,1,584,491,19,43,16,33
"Sun, May 16, 2021",9:00p,Los Angeles Lakers,110,New Orleans Pelicans,98,Box Score,,"3,700",,0,585,491,30,52,23,41
"Sun, May 16, 2021",9:00p,Los Angeles Clippers,112,Oklahoma City Thunder,117,Box Score,,0,,1,585,492,44,49,33,37
"Sun, May 16, 2021",9:00p,Denver Nuggets,116,Portland Trail Blazers,132,Box Score,,"1,939",,1,586,492,35,46,25,38
"Sun, May 16, 2021",9:00p,Utah Jazz,121,Sacramento Kings,99,Box Score,,0,,0,587,492,31,44,21,36
"Tue, May 18, 2021",6:30p,Charlotte Hornets,117,Indiana Pacers,144,Box Score,,0,Play-In Game,1,587,493,45,23,32,18
"Tue, May 18, 2021",9:00p,Washington Wizards,100,Boston Celtics,118,Box Score,,"4,789",Play-In Game,1,588,493,48,25,38,20
"Wed, May 19, 2021",7:30p,San Antonio Spurs,96,Memphis Grizzlies,100,Box Score,,"7,019",Play-In Game,1,589,493,34,32,28,23
"Wed, May 19, 2021",10:00p,Golden State Warriors,100,Los Angeles Lakers,103,Box Score,,"6,022",Play-In Game,1,590,493,52,15,41,12
"Thu, May 20, 2021",8:00p,Indiana Pacers,115,Washington Wizards,142,Box Score,,0,Play-In Game,1,591,493,25,45,20,32
"Fri, May 21, 2021",9:00p,Memphis Grizzlies,117,Golden State Warriors,112,Box Score,OT,"7,505",Play-In Game,0,592,493,15,34,12,28
"Sat, May 22, 2021",2:00p,Miami Heat,107,Milwaukee Bucks,109,Box Score,OT,"9,107",,1,592,494,56,44,46,35
"Sat, May 22, 2021",4:30p,Dallas Mavericks,113,Los Angeles Clippers,103,Box Score,,"6,117",,0,593,494,49,43,37,33
"Sat, May 22, 2021",8:00p,Boston Celtics,93,Brooklyn Nets,104,Box Score,,"14,391",,1,593,495,35,48,25,38
"Sat, May 22, 2021",10:30p,Portland Trail Blazers,123,Denver Nuggets,109,Box Score,,"7,732",,0,594,495,46,35,38,25
"Sun, May 23, 2021",1:00p,Washington Wizards,118,Philadelphia 76ers,125,Box Score,,"11,160",,1,594,496,43,25,34,20
"Sun, May 23, 2021",3:30p,Los Angeles Lakers,90,Phoenix Suns,99,Box Score,,"11,824",,1,595,496,34,52,22,41
"Sun, May 23, 2021",7:00p,Atlanta Hawks,107,New York Knicks,105,Box Score,,"15,047",,0,596,496,21,20,17,15
"Sun, May 23, 2021",9:30p,Memphis Grizzlies,112,Utah Jazz,109,Box Score,,"13,750",,0,596,497,44,34,36,28
"Mon, May 24, 2021",7:30p,Miami Heat,98,Milwaukee Bucks,132,Box Score,,"9,107",,1,596,498,56,44,46,35
"Mon, May 24, 2021",10:00p,Portland Trail Blazers,109,Denver Nuggets,128,Box Score,,"7,727",,1,597,498,46,35,38,25
"Tue, May 25, 2021",7:30p,Boston Celtics,108,Brooklyn Nets,130,Box Score,,"14,774",,1,598,498,35,48,25,38
"Tue, May 25, 2021",10:00p,Los Angeles Lakers,109,Phoenix Suns,102,Box Score,,"11,919",,0,599,498,34,52,22,41
"Tue, May 25, 2021",10:30p,Dallas Mavericks,127,Los Angeles Clippers,121,Box Score,,"6,885",,0,599,499,49,43,37,33
"Wed, May 26, 2021",7:00p,Washington Wizards,95,Philadelphia 76ers,120,Box Score,,"11,160",,1,599,500,43,25,34,20
"Wed, May 26, 2021",7:30p,Atlanta Hawks,92,New York Knicks,101,Box Score,,"16,254",,1,600,500,21,20,17,15
"Wed, May 26, 2021",10:00p,Memphis Grizzlies,129,Utah Jazz,141,Box Score,,"14,200",,1,601,500,44,34,36,28
"Thu, May 27, 2021",7:30p,Milwaukee Bucks,113,Miami Heat,84,Box Score,,"17,000",,0,602,500,44,56,35,46
"Thu, May 27, 2021",10:00p,Phoenix Suns,95,Los Angeles Lakers,109,Box Score,,"7,825",,1,602,501,52,34,41,22
"Thu, May 27, 2021",10:30p,Denver Nuggets,120,Portland Trail Blazers,115,Box Score,,"8,050",,0,603,501,35,46,25,38
"Fri, May 28, 2021",7:00p,New York Knicks,94,Atlanta Hawks,105,Box Score,,"15,743",,1,603,502,20,21,15,17
"Fri, May 28, 2021",8:30p,Brooklyn Nets,119,Boston Celtics,125,Box Score,,"4,789",,1,604,502,48,35,38,25
"Fri, May 28, 2021",9:30p,Los Angeles Clippers,118,Dallas Mavericks,108,Box Score,,"17,705",,0,605,502,43,49,33,37
"Sat, May 29, 2021",1:30p,Milwaukee Bucks,120,Miami Heat,103,Box Score,,"17,000",,0,605,503,44,56,35,46
"Sat, May 29, 2021",4:00p,Denver Nuggets,95,Portland Trail Blazers,115,Box Score,,"8,050",,1,605,504,35,46,25,38
"Sat, May 29, 2021",7:00p,Philadelphia 76ers,132,Washington Wizards,103,Box Score,,0,,0,606,504,25,43,20,34
"Sat, May 29, 2021",9:30p,Utah Jazz,121,Memphis Grizzlies,111,Box Score,,"12,185",,0,606,505,34,44,28,36
"Sun, May 30, 2021",1:00p,New York Knicks,96,Atlanta Hawks,113,Box Score,,"16,458",,1,606,506,20,21,15,17
"Sun, May 30, 2021",3:30p,Phoenix Suns,100,Los Angeles Lakers,92,Box Score,,"8,025",,0,607,506,52,34,41,22
"Sun, May 30, 2021",7:00p,Brooklyn Nets,141,Boston Celtics,126,Box Score,,"17,226",,0,607,507,48,35,38,25
"Sun, May 30, 2021",9:30p,Los Angeles Clippers,106,Dallas Mavericks,81,Box Score,,"17,761",,0,607,508,43,49,33,37
"Mon, May 31, 2021",7:00p,Philadelphia 76ers,114,Washington Wizards,122,Box Score,,"10,665",,1,607,509,25,43,20,34
"Mon, May 31, 2021",9:30p,Utah Jazz,120,Memphis Grizzlies,113,Box Score,,"12,185",,0,608,509,34,44,28,36
"Tue, Jun 1, 2021",7:30p,Boston Celtics,109,Brooklyn Nets,123,Box Score,,"14,993",,1,608,510,35,48,25,38
"Tue, Jun 1, 2021",9:00p,Portland Trail Blazers,140,Denver Nuggets,147,Box Score,2OT,"10,463",,1,609,510,46,35,38,25
"Tue, Jun 1, 2021",10:00p,Los Angeles Lakers,85,Phoenix Suns,115,Box Score,,"16,163",,1,610,510,34,52,22,41
"Wed, Jun 2, 2021",7:00p,Washington Wizards,112,Philadelphia 76ers,129,Box Score,,"15,523",,1,611,510,43,25,34,20
"Wed, Jun 2, 2021",7:30p,Atlanta Hawks,103,New York Knicks,89,Box Score,,"16,512",,0,612,510,21,20,17,15
"Wed, Jun 2, 2021",9:30p,Memphis Grizzlies,110,Utah Jazz,126,Box Score,,"14,250",,1,612,511,44,34,36,28
"Wed, Jun 2, 2021",10:00p,Dallas Mavericks,105,Los Angeles Clippers,100,Box Score,,"7,428",,0,613,511,49,43,37,33
"Thu, Jun 3, 2021",8:00p,Denver Nuggets,126,Portland Trail Blazers,115,Box Score,,"10,022",,0,613,512,35,46,25,38
"Thu, Jun 3, 2021",10:30p,Phoenix Suns,113,Los Angeles Lakers,100,Box Score,,"8,550",,0,613,513,52,34,41,22
"Fri, Jun 4, 2021",9:00p,Los Angeles Clippers,104,Dallas Mavericks,97,Box Score,,"18,324",,0,613,514,43,49,33,37
"Sat, Jun 5, 2021",7:30p,Milwaukee Bucks,107,Brooklyn Nets,115,Box Score,,"15,750",,1,613,515,35,56,25,46
"Sun, Jun 6, 2021",1:00p,Atlanta Hawks,128,Philadelphia 76ers,124,Box Score,,"18,624",,0,614,515,43,20,34,15
"Sun, Jun 6, 2021",3:30p,Dallas Mavericks,111,Los Angeles Clippers,126,Box Score,,"7,342",,1,614,516,49,43,37,33
"Mon, Jun 7, 2021",7:30p,Milwaukee Bucks,86,Brooklyn Nets,125,Box Score,,"15,776",,1,615,516,35,56,25,46
"Mon, Jun 7, 2021",10:00p,Denver Nuggets,105,Phoenix Suns,122,Box Score,,"16,219",,1,616,516,34,46,22,38
"Tue, Jun 8, 2021",7:30p,Atlanta Hawks,102,Philadelphia 76ers,118,Box Score,,"18,624",,1,617,516,43,20,34,15
"Tue, Jun 8, 2021",10:00p,Los Angeles Clippers,109,Utah Jazz,112,Box Score,,"18,007",,1,618,516,44,49,36,37
"Wed, Jun 9, 2021",9:30p,Denver Nuggets,98,Phoenix Suns,123,Box Score,,"16,529",,1,619,516,34,46,22,38
"Thu, Jun 10, 2021",7:30p,Brooklyn Nets,83,Milwaukee Bucks,86,Box Score,,"16,310",,1,620,516,56,35,46,25
"Thu, Jun 10, 2021",10:00p,Los Angeles Clippers,111,Utah Jazz,117,Box Score,,"18,007",,1,621,516,44,49,36,37
"Fri, Jun 11, 2021",7:30p,Philadelphia 76ers,127,Atlanta Hawks,111,Box Score,,"16,432",,0,622,516,20,43,15,34
"Fri, Jun 11, 2021",10:00p,Phoenix Suns,116,Denver Nuggets,102,Box Score,,"18,277",,0,622,517,46,34,38,22
"Sat, Jun 12, 2021",8:30p,Utah Jazz,106,Los Angeles Clippers,132,Box Score,,"8,185",,1,622,518,49,44,37,36
"Sun, Jun 13, 2021",3:00p,Brooklyn Nets,96,Milwaukee Bucks,107,Box Score,,"16,310",,1,623,518,56,35,46,25
"Sun, Jun 13, 2021",8:00p,Phoenix Suns,125,Denver Nuggets,118,Box Score,,"18,290",,0,624,518,46,34,38,22
"Mon, Jun 14, 2021",7:30p,Philadelphia 76ers,100,Atlanta Hawks,103,Box Score,,"16,502",,1,624,519,20,43,15,34
"Mon, Jun 14, 2021",10:00p,Utah Jazz,104,Los Angeles Clippers,118,Box Score,,"8,474",,1,625,519,49,44,37,36
"Tue, Jun 15, 2021",8:30p,Milwaukee Bucks,108,Brooklyn Nets,114,Box Score,,"16,067",,1,626,519,35,56,25,46
"Wed, Jun 16, 2021",7:30p,Atlanta Hawks,109,Philadelphia 76ers,106,Box Score,,"18,624",,0,627,519,43,20,34,15
"Wed, Jun 16, 2021",10:00p,Los Angeles Clippers,119,Utah Jazz,111,Box Score,,"18,007",,0,627,520,44,49,36,37
"Thu, Jun 17, 2021",8:30p,Brooklyn Nets,89,Milwaukee Bucks,104,Box Score,,"16,310",,1,627,521,56,35,46,25
"Fri, Jun 18, 2021",7:30p,Philadelphia 76ers,104,Atlanta Hawks,99,Box Score,,"16,610",,0,628,521,20,43,15,34
"Fri, Jun 18, 2021",10:00p,Utah Jazz,119,Los Angeles Clippers,131,Box Score,,"17,105",,1,628,522,49,44,37,36
"Sat, Jun 19, 2021",8:30p,Milwaukee Bucks,115,Brooklyn Nets,111,Box Score,OT,"16,287",,0,629,522,35,56,25,46
"Sun, Jun 20, 2021",3:30p,Los Angeles Clippers,114,Phoenix Suns,120,Box Score,,"16,583",,1,629,523,34,49,22,37
"Sun, Jun 20, 2021",8:00p,Atlanta Hawks,103,Philadelphia 76ers,96,Box Score,,"18,624",,0,630,523,43,20,34,15
"Tue, Jun 22, 2021",9:00p,Los Angeles Clippers,103,Phoenix Suns,104,Box Score,,"16,645",,1,630,524,34,49,22,37
"Wed, Jun 23, 2021",8:30p,Atlanta Hawks,116,Milwaukee Bucks,113,Box Score,,"16,310",,0,631,524,56,20,46,15
"Thu, Jun 24, 2021",9:00p,Phoenix Suns,92,Los Angeles Clippers,106,Box Score,,"17,222",,1,631,525,49,34,37,22
"Fri, Jun 25, 2021",8:30p,Atlanta Hawks,91,Milwaukee Bucks,125,Box Score,,"16,422",,1,632,525,56,20,46,15
"Sat, Jun 26, 2021",9:00p,Phoenix Suns,84,Los Angeles Clippers,80,Box Score,,"18,222",,0,633,525,49,34,37,22
"Sun, Jun 27, 2021",8:30p,Milwaukee Bucks,113,Atlanta Hawks,102,Box Score,,"16,650",,0,633,526,20,56,15,46
"Mon, Jun 28, 2021",9:00p,Los Angeles Clippers,116,Phoenix Suns,102,Box Score,,"16,664",,0,633,527,34,49,22,37
"Tue, Jun 29, 2021",8:30p,Milwaukee Bucks,88,Atlanta Hawks,110,Box Score,,"16,478",,1,633,528,20,56,15,46
"Wed, Jun 30, 2021",9:00p,Phoenix Suns,130,Los Angeles Clippers,103,Box Score,,"18,495",,0,634,528,49,34,37,22
"Thu, Jul 1, 2021",8:30p,Atlanta Hawks,112,Milwaukee Bucks,123,Box Score,,"16,389",,1,634,529,56,20,46,15
"Sat, Jul 3, 2021",8:30p,Milwaukee Bucks,118,Atlanta Hawks,107,Box Score,,"16,620",,0,635,529,20,56,15,46
"Tue, Jul 6, 2021",9:00p,Milwaukee Bucks,105,Phoenix Suns,118,Box Score,,"16,557",,1,635,530,34,56,22,46
"Thu, Jul 8, 2021",9:00p,Milwaukee Bucks,108,Phoenix Suns,118,Box Score,,"16,583",,1,636,530,34,56,22,46
"Sun, Jul 11, 2021",8:00p,Phoenix Suns,100,Milwaukee Bucks,120,Box Score,,"16,637",,1,637,530,56,34,46,22
"Wed, Jul 14, 2021",9:00p,Phoenix Suns,103,Milwaukee Bucks,109,Box Score,,"16,911",,1,638,530,56,34,46,22
"Sat, Jul 17, 2021",9:00p,Milwaukee Bucks,123,Phoenix Suns,119,Box Score,,"16,562",,0,639,530,34,56,22,46
"Tue, Jul 20, 2021",9:00p,Phoenix Suns,98,Milwaukee Bucks,105,Box Score,,"17,397",,1,639,531,56,34,46,22
