Date,Time,Visitor Team,VisitorPts,Home Team,HomePts,Score Type,OT,Attend,Notes,HomeWin,HomeNumWins,VisitorNumWins,HomeWins2020,VisitorWins2020,HomeWinsBeforeAll,VisitorWinsBeforeAll
"Tue, Feb 16, 2021",8:00p,Los Angeles Lakers,112,Minnesota Timberwolves,104,Box Score,,0,,0,217,192,19,52,16,41
"Tue, Feb 16, 2021",8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,104,Box Score,,0,,0,217,193,44,35,33,25
"Tue, Feb 16, 2021",10:30p,Brooklyn Nets,128,Phoenix Suns,124,Box Score,,"3,181",,0,217,194,34,35,22,25
"Wed, Feb 17, 2021",7:00p,New York Knicks,89,Orlando Magic,107,Box Score,,"4,249",,1,217,195,33,21,24,17
"Wed, Feb 17, 2021",7:30p,Atlanta Hawks,122,Boston Celtics,114,Box Score,,0,,0,218,195,48,20,38,15
"Wed, Feb 17, 2021",7:30p,Houston Rockets,113,Philadelphia 76ers,118,Box Score,,0,,1,218,196,43,44,34,34
"Wed, Feb 17, 2021",8:00p,Detroit Pistons,102,Chicago Bulls,105,Box Score,,0,,1,219,196,22,20,19,19
"Wed, Feb 17, 2021",8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,Box Score,OT,0,,0,220,196,19,45,16,32
"Wed, Feb 17, 2021",8:00p,Denver Nuggets,128,Washington Wizards,130,Box Score,,0,,1,220,197,25,46,20,38
"Wed, Feb 17, 2021",9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,Box Score,,0,,1,221,197,34,44,28,33
"Wed, Feb 17, 2021",9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,Box Score,,"1,940",,0,222,197,30,35,23,25
"Wed, Feb 17, 2021",10:00p,Miami Heat,112,Golden State Warriors,120,Box Score,OT,,,1,222,198,15,44,12,35
"Wed, Feb 17, 2021",10:00p,Utah Jazz,114,Los Angeles Clippers,96,Box Score,,,,0,223,198,49,44,37,36
"Thu, Feb 18, 2021",7:30p,Toronto Raptors,110,Milwaukee Bucks,96,Box Score,,500,,0,223,199,56,53,46,40
"Thu, Feb 18, 2021",10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,Box Score,,0,,0,223,200,52,35,41,25
"Thu, Feb 18, 2021",10:00p,Miami Heat,118,Sacramento Kings,110,Box Score,,0,,0,223,201,31,44,21,35
"Fri, Feb 19, 2021",7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,Box Score,,"2,720",,0,223,202,19,46,14,38
"Fri, Feb 19, 2021",7:00p,Golden State Warriors,120,Orlando Magic,124,Box Score,,"4,287",,1,223,203,33,15,24,12
"Fri, Feb 19, 2021",7:30p,Atlanta Hawks,109,Boston Celtics,121,Box Score,,0,,1,224,203,48,20,38,15
"Fri, Feb 19, 2021",7:30p,Chicago Bulls,105,Philadelphia 76ers,112,Box Score,,0,,1,225,203,43,22,34,19
"Fri, Feb 19, 2021",8:00p,Detroit Pistons,95,Memphis Grizzlies,109,Box Score,,"1,795",,1,226,203,34,20,28,19
"Fri, Feb 19, 2021",8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,Box Score,,750,,1,227,203,56,44,46,33
"Fri, Feb 19, 2021",8:00p,Phoenix Suns,132,New Orleans Pelicans,114,Box Score,,"1,940",,0,228,203,30,34,23,22
"Fri, Feb 19, 2021",9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,Box Score,,0,,0,228,204,19,53,16,40
"Fri, Feb 19, 2021",10:00p,Utah Jazz,112,Los Angeles Clippers,116,Box Score,,0,,1,228,205,49,44,37,36
"Sat, Feb 20, 2021",8:00p,Golden State Warriors,100,Charlotte Hornets,102,Box Score,,0,,1,229,205,23,15,18,12
"Sat, Feb 20, 2021",8:30p,Miami Heat,96,Los Angeles Lakers,94,Box Score,,0,,0,230,205,52,44,41,35
"Sat, Feb 20, 2021",9:00p,Sacramento Kings,114,Chicago Bulls,122,Box Score,,0,,1,230,206,22,31,19,21
"Sat, Feb 20, 2021",9:00p,Phoenix Suns,128,Memphis Grizzlies,97,Box Score,,"1,994",,0,231,206,34,34,28,22
"Sat, Feb 20, 2021",10:00p,Washington Wizards,118,Portland Trail Blazers,111,Box Score,,0,,0,231,207,35,25,25,20
"Sun, Feb 21, 2021",3:30p,Boston Celtics,115,New Orleans Pelicans,120,Box Score,OT,"1,940",,1,231,208,30,48,23,38
"Sun, Feb 21, 2021",7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,Box Score,,"2,720",,0,232,208,19,44,14,33
"Sun, Feb 21, 2021",7:00p,Minnesota Timberwolves,99,New York Knicks,103,Box Score,,0,,1,232,209,21,19,17,16
"Sun, Feb 21, 2021",7:00p,Detroit Pistons,96,Orlando Magic,105,Box Score,,"4,002",,1,233,209,33,20,24,19
"Sun, Feb 21, 2021",7:00p,Philadelphia 76ers,103,Toronto Raptors,110,Box Score,,0,,1,234,209,53,43,40,34
"Sun, Feb 21, 2021",7:30p,Denver Nuggets,115,Atlanta Hawks,123,Box Score,,"1,362",,1,235,209,20,46,15,38
"Sun, Feb 21, 2021",8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,Box Score,,,,0,236,209,49,35,37,25
"Sun, Feb 21, 2021",9:00p,Sacramento Kings,115,Milwaukee Bucks,128,Box Score,,"1,800",,1,236,210,56,31,46,21
"Mon, Feb 22, 2021",8:00p,Chicago Bulls,120,Houston Rockets,100,Box Score,,"3,025",,0,237,210,44,22,34,19
"Mon, Feb 22, 2021",8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,Box Score,,"2,099",,1,237,211,43,34,33,28
"Mon, Feb 22, 2021",9:00p,Miami Heat,108,Oklahoma City Thunder,94,Box Score,,0,,0,238,211,44,44,33,35
"Mon, Feb 22, 2021",9:00p,Portland Trail Blazers,100,Phoenix Suns,132,Box Score,,"3,213",,1,238,212,34,35,22,25
"Mon, Feb 22, 2021",9:00p,Charlotte Hornets,110,Utah Jazz,132,Box Score,,"3,902",,1,239,212,44,23,36,18
"Mon, Feb 22, 2021",10:00p,Washington Wizards,127,Los Angeles Lakers,124,Box Score,OT,0,,0,240,212,52,25,41,20
"Tue, Feb 23, 2021",7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,Box Score,,"2,720",,1,240,213,19,20,14,15
"Tue, Feb 23, 2021",7:00p,Detroit Pistons,105,Orlando Magic,93,Box Score,,"3,631",,0,241,213,33,20,24,19
"Tue, Feb 23, 2021",7:30p,Sacramento Kings,118,Brooklyn Nets,127,Box Score,,324,,1,241,214,35,31,25,21
"Tue, Feb 23, 2021",7:30p,Boston Celtics,107,Dallas Mavericks,110,Box Score,,"3,338",,1,242,214,43,48,33,38
"Tue, Feb 23, 2021",7:30p,Golden State Warriors,114,New York Knicks,106,Box Score,,"1,981",,0,243,214,21,15,17,12
"Tue, Feb 23, 2021",7:30p,Philadelphia 76ers,109,Toronto Raptors,102,Box Score,,0,,0,243,215,53,43,40,34
"Tue, Feb 23, 2021",8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,Box Score,,"1,800",,1,243,216,56,19,46,16
"Tue, Feb 23, 2021",10:00p,Portland Trail Blazers,106,Denver Nuggets,111,Box Score,,0,,1,244,216,46,35,38,25
"Tue, Feb 23, 2021",10:00p,Washington Wizards,116,Los Angeles Clippers,135,Box Score,,0,,1,245,216,49,25,37,20
"Wed, Feb 24, 2021",7:30p,Boston Celtics,112,Atlanta Hawks,127,Box Score,,"1,537",,1,246,216,20,48,15,38
"Wed, Feb 24, 2021",7:30p,Houston Rockets,96,Cleveland Cavaliers,112,Box Score,,"2,720",,1,247,216,19,44,14,34
"Wed, Feb 24, 2021",7:30p,Golden State Warriors,111,Indiana Pacers,107,Box Score,,0,,0,248,216,45,15,32,12
"Wed, Feb 24, 2021",8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,Box Score,OT,0,,1,248,217,22,19,19,16
"Wed, Feb 24, 2021",8:00p,Toronto Raptors,108,Miami Heat,116,Box Score,,0,,1,249,217,44,53,35,40
"Wed, Feb 24, 2021",8:00p,Detroit Pistons,118,New Orleans Pelicans,128,Box Score,,"2,700",,1,250,217,30,20,23,19
"Wed, Feb 24, 2021",8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,Box Score,,0,,1,251,217,44,32,33,23
"Wed, Feb 24, 2021",9:00p,Charlotte Hornets,124,Phoenix Suns,121,Box Score,,"3,296",,0,252,217,34,23,22,18
"Wed, Feb 24, 2021",10:00p,Los Angeles Lakers,89,Utah Jazz,114,Box Score,,"4,912",,1,252,218,44,52,36,41
"Thu, Feb 25, 2021",7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,Box Score,,0,,1,253,218,43,43,34,33
"Thu, Feb 25, 2021",7:30p,Orlando Magic,92,Brooklyn Nets,129,Box Score,,327,,1,254,218,35,33,25,24
"Thu, Feb 25, 2021",7:30p,Sacramento Kings,121,New York Knicks,140,Box Score,,"1,981",,1,255,218,21,31,17,21
"Thu, Feb 25, 2021",8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,Box Score,,"1,896",,1,256,218,34,49,28,37
"Thu, Feb 25, 2021",9:00p,Washington Wizards,112,Denver Nuggets,110,Box Score,,0,,0,257,218,46,25,38,20
"Thu, Feb 25, 2021",9:30p,New Orleans Pelicans,125,Milwaukee Bucks,129,Box Score,,"1,800",,1,257,219,56,30,46,23
"Fri, Feb 26, 2021",7:30p,Indiana Pacers,112,Boston Celtics,118,Box Score,,0,,1,258,219,48,45,38,32
"Fri, Feb 26, 2021",7:30p,Houston Rockets,111,Toronto Raptors,122,Box Score,,0,,1,259,219,53,44,40,34
"Fri, Feb 26, 2021",8:00p,Phoenix Suns,106,Chicago Bulls,97,Box Score,,0,,0,260,219,22,34,19,22
"Fri, Feb 26, 2021",8:00p,Sacramento Kings,110,Detroit Pistons,107,Box Score,,0,,0,260,220,20,31,19,21
"Fri, Feb 26, 2021",8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,Box Score,,"2,039",,0,260,221,34,49,28,37
"Fri, Feb 26, 2021",8:00p,Utah Jazz,116,Miami Heat,124,Box Score,,0,,1,260,222,44,44,35,36
"Fri, Feb 26, 2021",8:00p,Atlanta Hawks,109,Oklahoma City Thunder,118,Box Score,,0,,1,261,222,44,20,33,15
"Fri, Feb 26, 2021",10:00p,Charlotte Hornets,121,Golden State Warriors,130,Box Score,,0,,1,262,222,15,23,12,18
"Fri, Feb 26, 2021",10:00p,Portland Trail Blazers,93,Los Angeles Lakers,102,Box Score,,0,,1,263,222,52,35,41,25
"Sat, Feb 27, 2021",7:00p,Cleveland Cavaliers,112,Philadelphia 76ers,109,Box Score,OT,0,,0,264,222,43,19,34,14
"Sat, Feb 27, 2021",7:00p,Minnesota Timberwolves,112,Washington Wizards,128,Box Score,,0,,1,264,223,25,19,20,16
"Sat, Feb 27, 2021",8:00p,Indiana Pacers,107,New York Knicks,110,Box Score,,"1,981",,1,265,223,21,45,17,32
"Sat, Feb 27, 2021",8:00p,Denver Nuggets,126,Oklahoma City Thunder,96,Box Score,,0,,0,266,223,44,46,33,38
"Sat, Feb 27, 2021",8:00p,Utah Jazz,124,Orlando Magic,109,Box Score,,"4,242",,0,266,224,33,44,24,36
"Sat, Feb 27, 2021",8:00p,New Orleans Pelicans,114,San Antonio Spurs,117,Box Score,,0,,1,266,225,32,30,23,23
"Sat, Feb 27, 2021",8:30p,Dallas Mavericks,115,Brooklyn Nets,98,Box Score,,684,,0,267,225,35,43,25,33
"Sun, Feb 28, 2021",3:30p,Los Angeles Clippers,100,Milwaukee Bucks,105,Box Score,,"1,800",,1,267,226,56,49,46,37
"Sun, Feb 28, 2021",7:00p,Washington Wizards,110,Boston Celtics,111,Box Score,,0,,1,268,226,48,25,38,20
"Sun, Feb 28, 2021",8:00p,New York Knicks,109,Detroit Pistons,90,Box Score,,0,,0,269,226,20,21,19,17
"Sun, Feb 28, 2021",8:00p,Memphis Grizzlies,133,Houston Rockets,84,Box Score,,"3,284",,0,269,227,44,34,34,28
"Sun, Feb 28, 2021",8:00p,Golden State Warriors,91,Los Angeles Lakers,117,Box Score,,0,,1,269,228,52,15,41,12
"Sun, Feb 28, 2021",8:00p,Atlanta Hawks,99,Miami Heat,109,Box Score,,0,,1,270,228,44,20,35,15
"Sun, Feb 28, 2021",9:00p,Phoenix Suns,118,Minnesota Timberwolves,99,Box Score,,0,,0,271,228,19,34,16,22
"Sun, Feb 28, 2021",10:00p,Charlotte Hornets,127,Sacramento Kings,126,Box Score,,0,,0,271,229,31,23,21,18
"Mon, Mar 1, 2021",7:00p,Dallas Mavericks,130,Orlando Magic,124,Box Score,,"3,766",,0,271,230,33,43,24,33
"Mon, Mar 1, 2021",7:00p,Indiana Pacers,114,Philadelphia 76ers,130,Box Score,,0,,1,271,231,43,45,34,32
"Mon, Mar 1, 2021",8:00p,Denver Nuggets,118,Chicago Bulls,112,Box Score,,0,,0,272,231,22,46,19,38
"Mon, Mar 1, 2021",8:00p,Utah Jazz,124,New Orleans Pelicans,129,Box Score,,"2,700",,1,272,232,30,44,23,36
"Mon, Mar 1, 2021",8:30p,Brooklyn Nets,124,San Antonio Spurs,113,Box Score,OT,0,,0,273,232,32,35,23,25
"Mon, Mar 1, 2021",9:00p,Cleveland Cavaliers,101,Houston Rockets,90,Box Score,,"3,046",,0,273,233,44,19,34,14
"Mon, Mar 1, 2021",10:30p,Charlotte Hornets,111,Portland Trail Blazers,123,Box Score,,0,,1,273,234,35,23,25,18
"Tue, Mar 2, 2021",7:00p,Memphis Grizzlies,125,Washington Wizards,111,Box Score,,0,,0,274,234,25,34,20,28
"Tue, Mar 2, 2021",7:30p,Los Angeles Clippers,112,Boston Celtics,117,Box Score,,0,,1,274,235,48,49,38,37
"Tue, Mar 2, 2021",7:30p,Atlanta Hawks,94,Miami Heat,80,Box Score,,0,,0,275,235,44,20,35,15
"Tue, Mar 2, 2021",8:30p,New York Knicks,93,San Antonio Spurs,119,Box Score,,0,,1,275,236,32,21,23,17
"Tue, Mar 2, 2021",9:00p,Denver Nuggets,128,Milwaukee Bucks,97,Box Score,,"1,800",,0,276,236,56,46,46,38
"Tue, Mar 2, 2021",10:00p,Phoenix Suns,114,Los Angeles Lakers,104,Box Score,,0,,0,276,237,52,34,41,22
"Wed, Mar 3, 2021",7:00p,Indiana Pacers,114,Cleveland Cavaliers,111,Box Score,,"2,720",,0,276,238,19,45,14,32
"Wed, Mar 3, 2021",7:00p,Utah Jazz,123,Philadelphia 76ers,131,Box Score,OT,0,,1,276,239,43,44,34,36
"Wed, Mar 3, 2021",7:00p,Detroit Pistons,129,Toronto Raptors,105,Box Score,,0,,0,277,239,53,20,40,19
"Wed, Mar 3, 2021",7:30p,Brooklyn Nets,132,Houston Rockets,114,Box Score,,"3,615",,0,277,240,44,35,34,25
"Wed, Mar 3, 2021",8:00p,Charlotte Hornets,135,Minnesota Timberwolves,102,Box Score,,0,,0,277,241,19,23,16,18
"Wed, Mar 3, 2021",8:00p,Chicago Bulls,128,New Orleans Pelicans,124,Box Score,,"2,700",,0,277,242,30,22,23,19
"Wed, Mar 3, 2021",8:00p,Atlanta Hawks,115,Orlando Magic,112,Box Score,,"3,969",,0,277,243,33,20,24,15
"Wed, Mar 3, 2021",8:30p,Oklahoma City Thunder,78,Dallas Mavericks,87,Box Score,,"3,508",,1,277,244,43,44,33,33
"Wed, Mar 3, 2021",10:00p,Golden State Warriors,106,Portland Trail Blazers,108,Box Score,,0,,1,278,244,35,15,25,12
"Wed, Mar 3, 2021",10:00p,Los Angeles Lakers,120,Sacramento Kings,123,Box Score,,0,,1,279,244,31,52,21,41
"Thu, Mar 4, 2021",7:00p,Toronto Raptors,125,Boston Celtics,132,Box Score,,0,,1,280,244,48,53,38,40
"Thu, Mar 4, 2021",7:00p,Los Angeles Clippers,117,Washington Wizards,119,Box Score,,0,,1,281,244,25,49,20,37
"Thu, Mar 4, 2021",7:30p,Detroit Pistons,104,New York Knicks,114,Box Score,,"1,981",,1,282,244,21,20,17,19
"Thu, Mar 4, 2021",8:00p,Denver Nuggets,113,Indiana Pacers,103,Box Score,,0,,0,283,244,45,46,32,38
"Thu, Mar 4, 2021",8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,Box Score,,"1,961",,0,283,245,34,56,28,46
"Thu, Mar 4, 2021",8:30p,Miami Heat,103,New Orleans Pelicans,93,Box Score,,"2,700",,0,283,246,30,44,23,35
"Thu, Mar 4, 2021",9:00p,Oklahoma City Thunder,107,San Antonio Spurs,102,Box Score,,"1,000",,0,283,247,32,44,23,33
"Thu, Mar 4, 2021",10:00p,Golden State Warriors,98,Phoenix Suns,120,Box Score,,"3,233",,1,283,248,34,15,22,12
"Thu, Mar 4, 2021",10:00p,Sacramento Kings,119,Portland Trail Blazers,123,Box Score,,0,,1,284,248,35,31,25,21
"Wed, Mar 10, 2021",8:00p,Washington Wizards,112,Memphis Grizzlies,127,Box Score,,"1,912",,1,285,248,34,25,28,20
"Wed, Mar 10, 2021",8:30p,San Antonio Spurs,104,Dallas Mavericks,115,Box Score,,"3,813",,1,286,248,43,32,33,23
"Thu, Mar 11, 2021",7:00p,Detroit Pistons,102,Charlotte Hornets,105,Box Score,,0,,1,287,248,23,20,18,19
"Thu, Mar 11, 2021",7:30p,Boston Celtics,109,Brooklyn Nets,121,Box Score,,"1,374",,1,288,248,35,48,25,38
"Thu, Mar 11, 2021",7:30p,Atlanta Hawks,121,Toronto Raptors,120,Box Score,,0,,0,289,248,53,20,40,15
"Thu, Mar 11, 2021",8:00p,Philadelphia 76ers,127,Chicago Bulls,105,Box Score,,0,,0,289,249,22,43,19,34
"Thu, Mar 11, 2021",8:00p,Orlando Magic,103,Miami Heat,111,Box Score,,0,,1,289,250,44,33,35,24
"Thu, Mar 11, 2021",8:00p,New York Knicks,101,Milwaukee Bucks,134,Box Score,,"1,800",,1,290,250,56,21,46,17
"Thu, Mar 11, 2021",8:00p,Minnesota Timberwolves,135,New Orleans Pelicans,105,Box Score,,"3,700",,0,291,250,30,19,23,16
"Thu, Mar 11, 2021",9:00p,Dallas Mavericks,108,Oklahoma City Thunder,116,Box Score,,0,,1,291,251,44,43,33,33
"Thu, Mar 11, 2021",10:00p,Golden State Warriors,104,Los Angeles Clippers,130,Box Score,,0,,1,292,251,49,15,37,12
"Thu, Mar 11, 2021",10:00p,Phoenix Suns,127,Portland Trail Blazers,121,Box Score,,0,,0,293,251,35,34,25,22
"Thu, Mar 11, 2021",10:00p,Houston Rockets,105,Sacramento Kings,125,Box Score,,0,,1,293,252,31,44,21,34
"Fri, Mar 12, 2021",8:00p,Denver Nuggets,103,Memphis Grizzlies,102,Box Score,,"2,160",,0,294,252,34,46,28,38
"Fri, Mar 12, 2021",8:00p,Cleveland Cavaliers,82,New Orleans Pelicans,116,Box Score,,"3,700",,1,294,253,30,19,23,14
"Fri, Mar 12, 2021",8:00p,Philadelphia 76ers,127,Washington Wizards,101,Box Score,,0,,0,295,253,25,43,20,34
"Fri, Mar 12, 2021",9:00p,Miami Heat,101,Chicago Bulls,90,Box Score,,0,,0,295,254,22,44,19,35
"Fri, Mar 12, 2021",9:00p,Orlando Magic,77,San Antonio Spurs,104,Box Score,,"3,241",,1,295,255,32,33,23,24
"Fri, Mar 12, 2021",10:00p,Houston Rockets,99,Utah Jazz,114,Box Score,,"5,546",,1,296,255,44,44,36,34
"Fri, Mar 12, 2021",10:30p,Indiana Pacers,100,Los Angeles Lakers,105,Box Score,,0,,1,297,255,52,45,41,32
"Sat, Mar 13, 2021",2:00p,New York Knicks,119,Oklahoma City Thunder,97,Box Score,,0,,0,298,255,44,21,33,17
"Sat, Mar 13, 2021",7:00p,Detroit Pistons,95,Brooklyn Nets,100,Box Score,,"1,364",,1,298,256,35,20,25,19
"Sat, Mar 13, 2021",7:00p,Toronto Raptors,104,Charlotte Hornets,114,Box Score,,"2,861",,1,299,256,23,53,18,40
"Sat, Mar 13, 2021",7:00p,Milwaukee Bucks,125,Washington Wizards,119,Box Score,,0,,0,300,256,25,56,20,46
"Sat, Mar 13, 2021",7:30p,Sacramento Kings,106,Atlanta Hawks,121,Box Score,,"2,347",,1,300,257,20,31,15,21
"Sat, Mar 13, 2021",8:00p,Portland Trail Blazers,125,Minnesota Timberwolves,121,Box Score,,0,,0,301,257,19,35,16,25
"Sat, Mar 13, 2021",10:00p,Dallas Mavericks,116,Denver Nuggets,103,Box Score,,0,,0,301,258,46,43,38,33
"Sat, Mar 13, 2021",10:00p,Indiana Pacers,122,Phoenix Suns,111,Box Score,,"3,166",,0,301,259,34,45,22,32
"Sun, Mar 14, 2021",2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,Box Score,,0,,1,301,260,44,34,33,28
"Sun, Mar 14, 2021",4:00p,Utah Jazz,119,Golden State Warriors,131,Box Score,,0,,1,302,260,15,44,12,36
"Sun, Mar 14, 2021",6:30p,San Antonio Spurs,99,Philadelphia 76ers,134,Box Score,,"3,071",,1,303,260,43,32,34,23
"Sun, Mar 14, 2021",7:00p,Miami Heat,102,Orlando Magic,97,Box Score,,"3,264",,0,304,260,33,44,24,35
"Sun, Mar 14, 2021",7:30p,Cleveland Cavaliers,82,Atlanta Hawks,100,Box Score,,"2,322",,1,304,261,20,19,15,14
"Sun, Mar 14, 2021",8:00p,Boston Celtics,134,Houston Rockets,107,Box Score,,"3,264",,0,305,261,44,48,34,38
"Sun, Mar 14, 2021",8:00p,Portland Trail Blazers,112,Minnesota Timberwolves,114,Box Score,,0,,1,305,262,19,35,16,25
"Sun, Mar 14, 2021",9:00p,Toronto Raptors,95,Chicago Bulls,118,Box Score,,0,,1,306,262,22,53,19,40
"Sun, Mar 14, 2021",9:00p,Los Angeles Clippers,115,New Orleans Pelicans,135,Box Score,,"3,700",,1,307,262,30,49,23,37
"Mon, Mar 15, 2021",7:00p,Sacramento Kings,116,Charlotte Hornets,122,Box Score,,"2,861",,1,308,262,23,31,18,21
"Mon, Mar 15, 2021",7:00p,Milwaukee Bucks,133,Washington Wizards,122,Box Score,,0,,0,309,262,25,56,20,46
"Mon, Mar 15, 2021",8:00p,New York Knicks,112,Brooklyn Nets,117,Box Score,,"1,637",,1,309,263,35,21,25,17
"Mon, Mar 15, 2021",8:00p,San Antonio Spurs,109,Detroit Pistons,99,Box Score,,0,,0,310,263,20,32,19,23
"Mon, Mar 15, 2021",9:00p,Los Angeles Clippers,109,Dallas Mavericks,99,Box Score,,"3,945",,0,310,264,43,49,33,37
"Mon, Mar 15, 2021",10:00p,Indiana Pacers,106,Denver Nuggets,121,Box Score,,0,,1,310,265,46,45,38,32
"Mon, Mar 15, 2021",10:00p,Memphis Grizzlies,99,Phoenix Suns,122,Box Score,,"3,188",,1,311,265,34,34,22,28
"Mon, Mar 15, 2021",10:30p,Los Angeles Lakers,128,Golden State Warriors,97,Box Score,,0,,0,312,265,15,52,12,41
"Tue, Mar 16, 2021",7:30p,Utah Jazz,117,Boston Celtics,109,Box Score,,0,,0,312,266,48,44,38,36
"Tue, Mar 16, 2021",8:00p,Oklahoma City Thunder,102,Chicago Bulls,123,Box Score,,0,,1,312,267,22,44,19,33
"Tue, Mar 16, 2021",8:00p,Atlanta Hawks,119,Houston Rockets,107,Box Score,,"3,069",,0,313,267,44,20,34,15
"Tue, Mar 16, 2021",8:00p,Cleveland Cavaliers,98,Miami Heat,113,Box Score,,0,,1,313,268,44,19,35,14
"Tue, Mar 16, 2021",8:00p,New York Knicks,96,Philadelphia 76ers,99,Box Score,,"3,071",,1,314,268,43,21,34,17
"Tue, Mar 16, 2021",10:00p,New Orleans Pelicans,124,Portland Trail Blazers,125,Box Score,,0,,1,315,268,35,30,25,23
"Tue, Mar 16, 2021",10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,137,Box Score,,0,,1,316,268,52,19,41,16
"Wed, Mar 17, 2021",7:00p,Toronto Raptors,112,Detroit Pistons,116,Box Score,,750,,1,317,268,20,53,19,40
"Wed, Mar 17, 2021",7:00p,Brooklyn Nets,124,Indiana Pacers,115,Box Score,,0,,0,318,268,45,35,32,25
"Wed, Mar 17, 2021",7:00p,Milwaukee Bucks,109,Philadelphia 76ers,105,Box Score,OT,"3,071",,0,318,269,43,56,34,46
"Wed, Mar 17, 2021",7:00p,Sacramento Kings,121,Washington Wizards,119,Box Score,,0,,0,318,270,25,31,20,21
"Wed, Mar 17, 2021",8:00p,San Antonio Spurs,106,Chicago Bulls,99,Box Score,,0,,0,318,271,22,32,19,23
"Wed, Mar 17, 2021",8:00p,Boston Celtics,110,Cleveland Cavaliers,117,Box Score,,"4,100",,1,318,272,19,48,14,38
"Wed, Mar 17, 2021",8:00p,Golden State Warriors,108,Houston Rockets,94,Box Score,,"3,259",,0,319,272,44,15,34,12
"Wed, Mar 17, 2021",9:00p,Charlotte Hornets,104,Denver Nuggets,129,Box Score,,0,,1,319,273,46,23,38,18
"Wed, Mar 17, 2021",9:00p,Miami Heat,85,Memphis Grizzlies,89,Box Score,,"2,217",,1,320,273,34,44,28,35
"Wed, Mar 17, 2021",9:30p,Los Angeles Clippers,89,Dallas Mavericks,105,Box Score,,"3,975",,1,321,273,43,49,33,37
"Thu, Mar 18, 2021",7:00p,Utah Jazz,122,Washington Wizards,131,Box Score,,0,,1,322,273,25,44,20,36
"Thu, Mar 18, 2021",7:30p,Oklahoma City Thunder,93,Atlanta Hawks,116,Box Score,,"2,621",,1,323,273,20,44,15,33
"Thu, Mar 18, 2021",7:30p,Orlando Magic,93,New York Knicks,94,Box Score,,"1,531",,1,324,273,21,33,17,24
"Thu, Mar 18, 2021",10:00p,Minnesota Timberwolves,123,Phoenix Suns,119,Box Score,,"3,172",,0,325,273,34,19,22,16
"Thu, Mar 18, 2021",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,101,Box Score,,0,,1,325,274,35,30,25,23
"Thu, Mar 18, 2021",10:30p,Charlotte Hornets,105,Los Angeles Lakers,116,Box Score,,0,,1,326,274,52,23,41,18
"Fri, Mar 19, 2021",7:30p,Sacramento Kings,107,Boston Celtics,96,Box Score,,0,,0,327,274,48,31,38,21
"Fri, Mar 19, 2021",7:30p,San Antonio Spurs,116,Cleveland Cavaliers,110,Box Score,,0,,0,327,275,19,32,14,23
"Fri, Mar 19, 2021",8:00p,Detroit Pistons,113,Houston Rockets,100,Box Score,,"3,061",,0,327,276,44,20,34,19
"Fri, Mar 19, 2021",8:00p,Golden State Warriors,116,Memphis Grizzlies,103,Box Score,,"2,716",,0,327,277,34,15,28,12
"Fri, Mar 19, 2021",8:00p,Indiana Pacers,137,Miami Heat,110,Box Score,,0,,0,327,278,44,45,35,32
"Fri, Mar 19, 2021",8:00p,Brooklyn Nets,113,Orlando Magic,121,Box Score,,"3,665",,1,327,279,33,35,24,25
"Fri, Mar 19, 2021",8:00p,Utah Jazz,115,Toronto Raptors,112,Box Score,,0,,0,328,279,53,44,40,36
"Fri, Mar 19, 2021",9:00p,Chicago Bulls,127,Denver Nuggets,131,Box Score,OT,0,,1,328,280,46,22,38,19
"Fri, Mar 19, 2021",10:00p,Minnesota Timberwolves,101,Phoenix Suns,113,Box Score,,"3,124",,1,329,280,34,19,22,16
"Fri, Mar 19, 2021",10:00p,Dallas Mavericks,119,Portland Trail Blazers,125,Box Score,,0,,1,330,280,35,43,25,33
"Sat, Mar 20, 2021",3:30p,Atlanta Hawks,99,Los Angeles Lakers,94,Box Score,,0,,0,331,280,52,20,41,15
"Sat, Mar 20, 2021",8:00p,Golden State Warriors,103,Memphis Grizzlies,111,Box Score,,0,,1,331,281,34,15,28,12
"Sat, Mar 20, 2021",8:00p,Sacramento Kings,105,Philadelphia 76ers,129,Box Score,,"3,071",,1,332,281,43,31,34,21
